,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
3564,Low Fat,NCX29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089135671,10.0,146.9102,4.0
3565,Low Fat,NCO29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032250092,11.15,164.0526,4.0
3566,Low Fat,NCO41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018845298,12.5,96.7384,4.0
3567,Low Fat,NCY17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1630653,18.2,43.3086,4.0
3568,Low Fat,NCU30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034868095,5.11,163.821,4.0
3569,Low Fat,NCX42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005977465,6.36,163.3526,4.0
3570,Low Fat,NCR06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00676387,12.5,40.8112,4.0
3571,Low Fat,NCQ18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13504726,15.75,98.57,4.0
3572,Low Fat,NCK07,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048677482,10.65,166.1526,4.0
3573,Low Fat,FDT58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.085938463,9.0,168.6816,4.0
3574,Low Fat,FDE22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029567218,9.695,160.492,4.0
3575,Low Fat,FDP46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.074601506,15.35,90.983,4.0
3576,Low Fat,DRJ01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.115010655,6.135,161.5236,4.0
3577,Regular,FDB36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048518008,5.465,132.9626,4.0
3578,Regular,FDM24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079312367,6.135,151.7366,4.0
3579,Regular,FDQ36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161516894,7.855,37.0848,4.0
3580,Regular,FDB12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105287746,11.15,103.2648,4.0
3581,Regular,FDV60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.117339056,20.2,195.011,4.0
3582,Regular,FDM25,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060654268,10.695,174.7712,4.0
3583,Regular,FDR01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053611144,5.405,197.7742,4.0
3584,Regular,FDY01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.170251293,11.8,116.4834,4.0
3585,Regular,FDB38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027341529,19.5,158.292,4.0
3586,Regular,FDS28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082386011,8.18,56.6588,4.0
3587,Regular,FDT52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047420609,9.695,246.0144,4.0
3588,Regular,FDL28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063162608,10.0,228.6668,4.0
3589,Regular,FDP52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,18.7,229.201,4.0
3590,Regular,FDH20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024944396,16.1,95.441,4.0
3591,Regular,FDF56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.119439636,16.7,182.1976,4.0
3592,Regular,FDU03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.091560606,18.7,182.3292,4.0
3593,Regular,FDG33,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.140213762,5.365,173.7764,4.0
3594,Regular,FDP22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.099113429,14.65,52.8666,4.0
3595,Regular,DRA24,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039920687,19.35,163.3868,4.0
3596,Regular,FDE11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,17.7,183.5924,4.0
3597,Low Fat,NCE07,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013127548,8.18,142.0154,4.0
3598,Low Fat,FDH21,Seafood,2011,OUT010,Tier 3,Medium,Grocery Store,0.05226427,10.395,158.4604,4.0
3599,Low Fat,DRD37,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.02316823,9.8,47.506,4.0
3600,Low Fat,FDZ12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.172365428,9.17,144.847,4.0
3601,Low Fat,FDO24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.294948897,11.1,159.0604,4.0
3602,Low Fat,FDT36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.186250852,12.3,37.2874,4.0
3603,Low Fat,FDN01,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.121180705,8.895,177.037,4.0
3604,Low Fat,FDO25,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.21332355,6.3,208.527,4.0
3605,Low Fat,FDS13,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.208397715,6.465,265.2884,4.0
3606,Low Fat,FDK02,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.187841082,12.5,119.244,4.0
3607,Low Fat,FDD02,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.084176826,16.6,118.0124,4.0
3608,Low Fat,FDA49,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.108665723,19.7,86.4198,4.0
3609,Low Fat,DRD15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.095064731,10.6,232.4642,4.0
3610,Low Fat,FDS26,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.149753132,20.35,259.7594,4.0
3611,Low Fat,FDE16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044093978,8.895,208.3954,4.0
3612,Low Fat,NCV41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.028519419,14.35,109.2228,4.0
3613,Low Fat,NCA18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.093862362,10.1,115.9492,4.0
3614,Low Fat,NCD31,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.025834128,12.1,165.1526,4.0
3615,Low Fat,NCH07,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.155105614,13.15,157.2604,4.0
3616,Low Fat,NCI54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.056237906,15.2,110.7912,4.0
3617,Low Fat,FDA39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.021287234,6.32,38.5822,4.0
3618,Low Fat,FDK22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.043663452,9.8,217.185,4.0
3619,Low Fat,FDZ33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0,10.195,147.2076,4.0
3620,Low Fat,FDZ10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.074422769,17.85,128.002,4.0
3621,Low Fat,FDM34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.112893408,19.0,131.0626,4.0
3622,Low Fat,FDS10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.058893461,19.2,178.9318,4.0
3623,Low Fat,DRF36,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.039463564,16.1,189.9846,4.0
3624,Regular,FDL13,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,0.094265737,13.85,233.93,4.0
3625,Regular,FDY02,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.146701312,8.945,262.291,4.0
3626,Regular,FDH40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.132111921,11.6,82.2276,4.0
3627,Regular,FDW19,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.064441812,12.35,110.957,4.0
3628,Regular,FDE33,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.083079826,19.35,80.3644,4.0
3629,Regular,FDU15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.044526443,13.65,37.9532,4.0
3630,Regular,FDR27,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.160852421,15.1,131.3942,4.0
3631,Regular,FDI21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.094741514,5.59,63.1168,4.0
3632,Regular,FDL58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.124110349,5.78,262.3568,4.0
3633,Regular,DRB13,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.01179078,6.115,189.053,4.0
3634,Regular,DRB48,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.041599644,16.75,40.9822,4.0
3635,Regular,FDQ19,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.024044279,7.35,241.0512,4.0
3636,Low Fat,FDT48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.045916788,4.92,198.8084,4.0
3637,Low Fat,FDW25,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.03736783,5.175,86.9224,4.0
3638,Low Fat,FDW01,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,14.5,154.4682,4.0
3639,Low Fat,FDD57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.022380952,18.1,93.6094,4.0
3640,Low Fat,FDD35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.025842905,12.15,119.844,4.0
3641,Low Fat,FDB60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.028498354,9.3,195.8136,4.0
3642,Low Fat,FDR60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.13030659,14.3,75.7328,4.0
3643,Low Fat,FDU59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.096306016,5.78,161.9552,4.0
3644,Low Fat,FDP23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,6.71,218.9166,4.0
3645,Low Fat,FDU23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.021705417,12.15,163.5184,4.0
3646,Low Fat,FDC39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.159062948,7.405,208.9296,4.0
3647,Low Fat,FDV50,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.122469209,14.3,121.973,4.0
3648,Low Fat,FDF52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.066727717,9.3,181.6292,4.0
3649,Low Fat,FDL04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.111830282,19.0,105.4622,4.0
3650,Low Fat,FDS55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.081096635,7.02,148.4734,4.0
3651,Low Fat,FDB20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.05193741,7.72,77.9986,4.0
3652,Low Fat,FDW08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.14825809,12.1,108.428,4.0
3653,Low Fat,FDL56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.125675936,14.1,86.9198,4.0
3654,Low Fat,FDI20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.038531668,19.1,210.6586,4.0
3655,Low Fat,FDA44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.053178425,19.7,55.993,4.0
3656,Low Fat,DRH11,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.075495088,5.98,55.3614,4.0
3657,Low Fat,DRI47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.02090277,14.7,144.5128,4.0
3658,Low Fat,DRJ47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.04421348,18.25,173.408,4.0
3659,Low Fat,NCL53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.036204764,7.5,176.1028,4.0
3660,Low Fat,NCM17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.071076672,7.93,44.9086,4.0
3661,Low Fat,NCV53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.018797945,8.27,241.288,4.0
3662,Low Fat,NCQ17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,10.3,154.663,4.0
3663,Low Fat,NCN17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.05489331,11.0,101.9358,4.0
3664,Low Fat,NCY17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.162960415,18.2,43.5086,4.0
3665,Low Fat,NCK06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.008639333,5.03,122.2756,4.0
3666,Low Fat,NCH18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.044624064,9.3,245.4802,4.0
3667,Low Fat,NCA18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.056030907,10.1,115.1492,4.0
3668,Low Fat,NCR06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.006759519,12.5,42.8112,4.0
3669,Low Fat,NCQ18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.134960397,15.75,101.37,4.0
3670,Low Fat,NCU06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.074345142,17.6,230.901,4.0
3671,Low Fat,NCR50,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.01181025,20.2,154.634,4.0
3672,Low Fat,FDH58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.036908933,12.3,115.9834,4.0
3673,Low Fat,FDR09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.077659918,18.25,260.2962,4.0
3674,Low Fat,DRE13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.027682047,6.28,85.5198,4.0
3675,Low Fat,DRE60,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.159201868,9.395,226.072,4.0
3676,Low Fat,DRH25,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.014580886,18.7,50.2324,4.0
3677,Regular,FDW60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.017047751,5.44,174.637,4.0
3678,Regular,FDB12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.105220024,11.15,102.7648,4.0
3679,Regular,FDX11,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.106663245,16.0,179.7634,4.0
3680,Regular,FDN23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.075444922,6.575,146.0444,4.0
3681,Regular,FDT23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.074669288,7.72,76.3986,4.0
3682,Regular,FDX49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.101747034,4.615,231.33,4.0
3683,Regular,FDZ37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,8.1,88.5198,4.0
3684,Regular,FDV37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.083444376,13.0,195.8426,4.0
3685,Regular,FDZ25,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.027594064,15.7,171.179,4.0
3686,Regular,FDC52,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.00827301,11.15,150.4708,4.0
3687,Regular,FDV16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.082861686,7.75,32.6558,4.0
3688,Regular,FDM04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.047081397999999997,9.195,51.1666,4.0
3689,Regular,FDS04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.146540889,10.195,141.7838,4.0
3690,Regular,FDZ16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.159722816,16.85,194.1478,4.0
3691,Regular,FDC33,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.068880971,8.96,195.3768,4.0
3692,Regular,FDW31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.043122189,11.35,197.9742,4.0
3693,Regular,FDW55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021951613,12.6,250.9092,4.0
3694,Regular,FDJ20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.100091576,20.7,125.5388,4.0
3695,Regular,FDP03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.06112617,5.15,122.5388,4.0
3696,Regular,FDH46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041247932,6.935,101.8332,4.0
3697,Regular,FDM58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.079624087,16.85,111.6544,4.0
3698,Regular,DRC36,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,13.0,173.6054,4.0
3699,Regular,DRA24,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.039895009,19.35,162.4868,4.0
3700,Regular,FDH47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.128709014,13.5,96.1068,4.0
3701,Low Fat,FDV47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.054162439,17.1,85.3566,4.0
3702,Regular,FDE35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.043863865,7.06,59.5904,4.0
3703,Low Fat,FDN01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072693696,8.895,175.937,4.0
3704,Low Fat,NCD31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015497337,12.1,165.5526,4.0
3705,Low Fat,DRE37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094603404,13.5,187.0872,4.0
3706,Low Fat,FDB60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028638276,9.3,195.8136,4.0
3707,Low Fat,FDW48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008575615,18.0,80.2618,4.0
3708,Low Fat,FDT59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015976249,13.65,230.2668,4.0
3709,Low Fat,FDS01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017817285,11.6,177.0686,4.0
3710,Low Fat,FDG26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04282359,18.85,254.433,4.0
3711,Low Fat,FDQ14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062038986,9.27,148.005,4.0
3712,Low Fat,FDV50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123070513,14.3,121.173,4.0
3713,Low Fat,DRF51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.166513779,15.75,38.0506,4.0
3714,Low Fat,FDB52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030559583,17.75,257.4672,4.0
3715,Low Fat,FDX28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125688044,6.325,100.9042,4.0
3716,Low Fat,FDK40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021938404,7.035,264.691,4.0
3717,Low Fat,FDU40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037556341,20.85,195.3478,4.0
3718,Low Fat,FDX43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085622362,5.655,167.25,4.0
3719,Low Fat,FDY31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043740308,5.98,145.3418,4.0
3720,Low Fat,FDV07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031410378,9.5,110.3228,4.0
3721,Low Fat,FDU08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027426689,10.3,97.3042,4.0
3722,Low Fat,FDC20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024069113,10.65,56.2272,4.0
3723,Low Fat,FDH57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035893143,10.895,131.3284,4.0
3724,Low Fat,FDX08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022696131,12.85,179.9318,4.0
3725,Low Fat,FDY43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098803088,14.85,169.7474,4.0
3726,Low Fat,FDL44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012325122,18.25,162.8894,4.0
3727,Low Fat,FDP20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045855273,19.85,127.102,4.0
3728,Low Fat,FDE32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048957533,20.7,37.8506,4.0
3729,Low Fat,NCN41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052421981,17.0,123.773,4.0
3730,Low Fat,NCZ18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.186825823,7.825,253.5698,4.0
3731,Low Fat,NCF30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126758324,17.0,124.5362,4.0
3732,Low Fat,NCT06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,17.1,167.0842,4.0
3733,Low Fat,NCJ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014359584,19.75,100.8332,4.0
3734,Low Fat,FDS03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079952983,7.825,62.7826,4.0
3735,Low Fat,FDV51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032671446,16.35,165.4842,4.0
3736,Low Fat,NCN55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059732844,14.6,241.2538,4.0
3737,Low Fat,NCJ19,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.118661426,18.6,58.7588,4.0
3738,Low Fat,FDL10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039653081,8.395,99.5042,4.0
3739,Low Fat,FDX09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065515067,9.0,178.137,4.0
3740,Low Fat,FDT34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175060504,9.3,106.7964,4.0
3741,Low Fat,FDK33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011281018,17.85,213.756,4.0
3742,Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020409765,15.35,218.3508,4.0
3743,Regular,FDQ11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06797671,5.695,257.4988,4.0
3744,Regular,FDZ35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02236923,9.6,104.799,4.0
3745,Regular,FDM01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094952408,7.895,101.1332,4.0
3746,Regular,FDN38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09234651,6.615,251.8408,4.0
3747,Regular,FDV13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027723342,17.35,89.6856,4.0
3748,Regular,FDV01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085296625,19.2,153.4314,4.0
3749,Regular,FDB38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027458099,19.5,158.792,4.0
3750,Regular,FDW14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038367194,8.3,87.1198,4.0
3751,Regular,FDB03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.157470693,17.75,239.1538,4.0
3752,Regular,FDT52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047622786,9.695,246.2144,4.0
3753,Regular,FDR44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103340142,6.11,131.2968,4.0
3754,Regular,FDO56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796,10.195,118.4808,4.0
3755,Regular,FDD21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030693756,10.3,114.2176,4.0
3756,Regular,FDQ55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013091186,13.65,114.8834,4.0
3757,Regular,FDY56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062665642,16.35,225.6062,4.0
3758,Regular,FDX56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07436116,17.1,206.1638,4.0
3759,Regular,FDW39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037060755,6.69,176.837,4.0
3760,Regular,FDZ57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037918142,10.0,129.6994,4.0
3761,Regular,FDO21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009802791,11.6,223.0404,4.0
3762,Regular,FDY22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.160371305,16.5,143.9128,4.0
3763,Low Fat,DRK11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010808272,8.21,150.5392,4.0
3764,Low Fat,FDU23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021618297,12.857645184135977,167.1184,4.0
3765,Low Fat,DRC49,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065119701,12.857645184135977,145.7128,4.0
3766,Low Fat,FDK36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.007180374,12.857645184135977,47.4034,4.0
3767,Low Fat,FDO24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.175362333,12.857645184135977,158.9604,4.0
3768,Low Fat,FDT36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.110735739,12.857645184135977,35.2874,4.0
3769,Low Fat,FDV36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026174636,12.857645184135977,127.102,4.0
3770,Low Fat,FDP23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035414528,12.857645184135977,218.2166,4.0
3771,Low Fat,FDU11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092145264,12.857645184135977,120.7098,4.0
3772,Low Fat,FDU35,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078831762,12.857645184135977,98.97,4.0
3773,Low Fat,FDU59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095919472,12.857645184135977,162.6552,4.0
3774,Low Fat,FDR14,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.173206192,12.857645184135977,53.3298,4.0
3775,Low Fat,FDU14,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034584356,12.857645184135977,248.375,4.0
3776,Low Fat,FDA16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033777629,12.857645184135977,222.8456,4.0
3777,Low Fat,FDF52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066459891,12.857645184135977,184.2292,4.0
